scenario_id,failure_type,failure_name,Q_it_load_W,Q_it_load_kW,initial_temperature_C,failure_time_s,remaining_capacity,degradation_rate,peak_temperature_C,peak_time_s,avg_heating_rate_C_per_s,time_to_warning_s,time_to_critical_s,time_to_shutdown_s,time_to_damage_s,thermal_mass_kg,thermal_capacity_J_per_K
129,hybrid,Liquid Cooling Loss (90% loss),167338.70967741936,167.33870967741936,27.60899976053929,5.0,0.1,0.0,37.27732739570272,60.0,0.17562825652049668,-1,-1,-1,-1,852.4799999999999,856742.3999999999
130,instant,Complete CRAC Failure,142177.4193548387,142.1774193548387,19.96732660277722,2.0,0.0,0.0,29.5924961076206,60.0,0.16580837735160522,-1,-1,-1,-1,852.4799999999999,856742.3999999999
131,instant,Complete CRAC Failure,63064.51612903226,63.064516129032256,28.765102712806247,5.0,0.0,0.0,32.813633977123644,60.0,0.07354286287652168,-1,-1,-1,-1,852.4799999999999,856742.3999999999
132,instant,Complete CRAC Failure,71048.3870967742,71.04838709677419,26.893210484138688,10.0,0.0,0.0,31.039636265168642,60.0,0.08284575167690816,-1,-1,-1,-1,852.4799999999999,856742.3999999999
133,partial,Partial Cooling (25%),82903.2258064516,82.9032258064516,22.077220176601905,5.0,0.26083393530618687,0.0,26.011143436072402,60.0,0.0714609715013441,-1,-1,-1,-1,852.4799999999999,856742.3999999999
134,partial,Partial Cooling (50%),71532.25806451612,71.53225806451613,23.814993288072976,5.0,0.5261793951285271,0.0,25.99084013484793,60.0,0.039524951815444985,-1,-1,-1,-1,852.4799999999999,856742.3999999999
135,partial,Partial Cooling (75%),100564.51612903226,100.56451612903226,18.170157103249007,5.0,0.7095137974592747,0.0,20.045507966576054,60.0,0.034066346905875955,-1,-1,-1,-1,852.4799999999999,856742.3999999999
136,gradual,Gradual Degradation (rate=0.05),120403.2258064516,120.4032258064516,28.214068859391134,5.0,0.1,0.047682340467602106,32.710628539483636,60.0,0.0817136740233535,-1,-1,-1,-1,852.4799999999999,856742.3999999999
137,gradual,Gradual Degradation (rate=0.1),134677.4193548387,134.6774193548387,19.511960576875804,5.0,0.1,0.10431430467657724,25.94132858053024,60.0,0.11681341007874312,-1,-1,-1,-1,852.4799999999999,856742.3999999999
138,gradual,Gradual Degradation (rate=0.2),165645.16129032258,165.64516129032256,19.518328583763942,5.0,0.1,0.22232730377357215,28.30614309350218,60.0,0.15964636847202665,-1,-1,-1,-1,852.4799999999999,856742.3999999999
139,intermittent,Intermittent (30% duty),144112.90322580645,144.11290322580646,21.44085196553743,5.0,0.3,0.0,28.50568508652921,60.0,0.12837102788395835,-1,-1,-1,-1,852.4799999999999,856742.3999999999
140,intermittent,Intermittent (50% duty),93306.45161290323,93.30645161290323,26.372892626087793,5.0,0.5,0.0,29.640146341031596,60.0,0.05939562859143956,-1,-1,-1,-1,852.4799999999999,856742.3999999999
141,intermittent,Intermittent (70% duty),77822.58064516129,77.82258064516128,28.272175228852046,5.0,0.7,0.0,28.544681230587596,45.1,0.0049456624634401656,-1,-1,-1,-1,852.4799999999999,856742.3999999999
142,hybrid,Liquid Cooling Loss (90% loss),101290.32258064517,101.29032258064517,24.356756412428453,5.0,0.1,0.0,30.209006819228392,60.0,0.1063079960278045,-1,-1,-1,-1,852.4799999999999,856742.3999999999
143,instant,Complete CRAC Failure,98870.96774193548,98.87096774193549,29.883424832254377,2.0,0.0,0.0,36.576820983520754,60.0,0.11530406590213638,-1,-1,-1,-1,852.4799999999999,856742.3999999999
144,instant,Complete CRAC Failure,108790.32258064517,108.79032258064517,23.13212957116702,5.0,0.0,0.0,30.11610542515345,60.0,0.12686614582303796,-1,-1,-1,-1,852.4799999999999,856742.3999999999
145,instant,Complete CRAC Failure,115806.45161290323,115.80645161290323,21.91541050334746,10.0,0.0,0.0,28.67394488659158,60.0,0.13503578151450094,-1,-1,-1,-1,852.4799999999999,856742.3999999999
146,partial,Partial Cooling (25%),56290.32258064516,56.29032258064516,21.785862423255338,5.0,0.26760581532199246,0.0,24.43247929863529,60.0,0.04807663917397478,-1,-1,-1,-1,852.4799999999999,856742.3999999999
147,partial,Partial Cooling (50%),157419.35483870967,157.41935483870967,21.1563572830226,5.0,0.4595321277802417,0.0,26.61821660027249,60.0,0.09921640955256099,-1,-1,-1,-1,852.4799999999999,856742.3999999999
148,partial,Partial Cooling (75%),52177.41935483871,52.17741935483871,22.561163318714172,5.0,0.78097219497471,0.0,23.294822819636128,60.0,0.013327154900995732,-1,-1,-1,-1,852.4799999999999,856742.3999999999
149,gradual,Gradual Degradation (rate=0.05),123306.45161290323,123.30645161290323,23.9074085065634,5.0,0.1,0.045876348036854475,28.43462847400383,60.0,0.08227179463123707,-1,-1,-1,-1,852.4799999999999,856742.3999999999
150,gradual,Gradual Degradation (rate=0.1),136370.96774193548,136.3709677419355,27.681077091935947,5.0,0.1,0.09963584472517989,34.12837675653311,60.0,0.11714033393889482,-1,-1,-1,-1,852.4799999999999,856742.3999999999
151,gradual,Gradual Degradation (rate=0.2),71774.19354838709,71.77419354838709,26.441269160189485,5.0,0.1,0.1960219296074681,30.20353254656543,60.0,0.06834905900404017,-1,-1,-1,-1,852.4799999999999,856742.3999999999
152,intermittent,Intermittent (30% duty),127177.41935483871,127.17741935483872,21.994943049475772,5.0,0.3,0.0,27.78422055758637,60.0,0.10520326059047118,-1,-1,-1,-1,852.4799999999999,856742.3999999999
153,intermittent,Intermittent (50% duty),108548.3870967742,108.54838709677419,29.20084916833968,5.0,0.5,0.0,29.834344896761497,35.1,0.011497200152845954,-1,-1,-1,-1,852.4799999999999,856742.3999999999
154,intermittent,Intermittent (70% duty),71290.32258064517,71.29032258064517,28.38866198961152,5.0,0.7,0.0,28.638295570744322,45.0,0.004530555011484281,-1,-1,-1,-1,852.4799999999999,856742.3999999999
155,hybrid,Liquid Cooling Loss (90% loss),79032.25806451612,79.03225806451613,22.79224025578012,5.0,0.1,0.0,27.358486445828525,60.0,0.08294731979272327,-1,-1,-1,-1,852.4799999999999,856742.3999999999
156,instant,Complete CRAC Failure,168548.38709677418,168.54838709677418,29.751399615743665,2.0,0.0,0.0,41.161837254815836,60.0,0.19656237819259192,-1,-1,-1,-1,852.4799999999999,856742.3999999999
157,instant,Complete CRAC Failure,119435.48387096774,119.43548387096774,29.349440487674656,5.0,0.0,0.0,37.0167999050919,60.0,0.1392800284773305,-1,-1,-1,-1,852.4799999999999,856742.3999999999
158,instant,Complete CRAC Failure,163225.8064516129,163.2258064516129,27.69642379745231,10.0,0.0,0.0,37.22237977172399,60.0,0.1903289798556563,-1,-1,-1,-1,852.4799999999999,856742.3999999999
159,partial,Partial Cooling (25%),127661.29032258064,127.66129032258064,20.90464460430623,5.0,0.2561384090667729,0.0,27.00090914321995,60.0,0.11074059019107689,-1,-1,-1,-1,852.4799999999999,856742.3999999999
160,partial,Partial Cooling (50%),101774.19354838709,101.77419354838709,29.22446654549534,5.0,0.5458836193705359,0.0,32.191463352393676,60.0,0.05389644375869303,-1,-1,-1,-1,852.4799999999999,856742.3999999999
161,partial,Partial Cooling (75%),111693.54838709677,111.69354838709677,21.467192486721544,5.0,0.7149893060715965,0.0,23.510819788225877,60.0,0.03712314137454743,-1,-1,-1,-1,852.4799999999999,856742.3999999999
162,gradual,Gradual Degradation (rate=0.05),73951.6129032258,73.95161290322581,18.935084134041055,5.0,0.1,0.05986711743129776,21.958366072879986,60.0,0.05493686756500191,-1,-1,-1,-1,852.4799999999999,856742.3999999999
163,gradual,Gradual Degradation (rate=0.1),66209.67741935483,66.20967741935483,18.05451259650299,5.0,0.1,0.1072813155284263,21.23336397109559,60.0,0.05775534224770763,-1,-1,-1,-1,852.4799999999999,856742.3999999999
164,gradual,Gradual Degradation (rate=0.2),67419.35483870968,67.41935483870968,28.713343500600573,5.0,0.1,0.223430644076838,32.29164985787202,60.0,0.06500630508155557,-1,-1,-1,-1,852.4799999999999,856742.3999999999
165,intermittent,Intermittent (30% duty),91370.96774193548,91.37096774193549,22.205320357187986,5.0,0.3,0.0,26.684590383487915,60.0,0.08139024484111784,-1,-1,-1,-1,852.4799999999999,856742.3999999999
166,intermittent,Intermittent (50% duty),154032.25806451612,154.03225806451613,21.08239779629227,5.0,0.5,0.0,23.779221522617892,60.0,0.04894417279715126,-1,-1,-1,-1,852.4799999999999,856742.3999999999
167,intermittent,Intermittent (70% duty),101532.25806451612,101.53225806451613,18.259108052892017,5.0,0.7,0.0,18.970165952320123,55.1,0.012904862058586463,-1,-1,-1,-1,852.4799999999999,856742.3999999999
168,hybrid,Liquid Cooling Loss (90% loss),78790.32258064517,78.79032258064517,26.890417618748504,5.0,0.1,0.0,31.44268631185796,60.0,0.08269340689631377,-1,-1,-1,-1,852.4799999999999,856742.3999999999
169,instant,Complete CRAC Failure,146774.1935483871,146.7741935483871,22.05680988161119,2.0,0.0,0.0,31.99317273323183,60.0,0.17116916704136398,-1,-1,-1,-1,852.4799999999999,856742.3999999999
170,instant,Complete CRAC Failure,96209.67741935483,96.20967741935483,21.25543752038727,5.0,0.0,0.0,27.4317774571663,60.0,0.11219518632246081,-1,-1,-1,-1,852.4799999999999,856742.3999999999
171,instant,Complete CRAC Failure,78548.3870967742,78.54838709677419,26.84110191504836,10.0,0.0,0.0,31.425231707582807,60.0,0.09159109552488083,-1,-1,-1,-1,852.4799999999999,856742.3999999999
172,partial,Partial Cooling (25%),63790.32258064516,63.79032258064516,22.042094289870356,5.0,0.2278373971643648,0.0,25.20419687131076,60.0,0.05744060117763181,-1,-1,-1,-1,852.4799999999999,856742.3999999999
173,partial,Partial Cooling (50%),60403.22580645161,60.403225806451616,23.09531018409229,5.0,0.48495974876281145,0.0,25.09247481940195,60.0,0.03627912757846216,-1,-1,-1,-1,852.4799999999999,856742.3999999999
174,partial,Partial Cooling (75%),117741.93548387097,117.74193548387098,21.888973590691684,5.0,0.7521687570098314,0.0,23.76224088369012,60.0,0.03402849466766923,-1,-1,-1,-1,852.4799999999999,856742.3999999999
175,gradual,Gradual Degradation (rate=0.05),129596.7741935484,129.59677419354838,20.10721414315357,5.0,0.1,0.058591618390474366,25.363983961118954,60.0,0.09552277055370179,-1,-1,-1,-1,852.4799999999999,856742.3999999999
176,gradual,Gradual Degradation (rate=0.1),154516.12903225806,154.51612903225805,20.975355703660895,5.0,0.1,0.10248905306754048,28.32472065071614,60.0,0.13352906876093545,-1,-1,-1,-1,852.4799999999999,856742.3999999999
177,gradual,Gradual Degradation (rate=0.2),142903.2258064516,142.90322580645162,27.49523602960334,5.0,0.1,0.17406691577344888,34.88939735389083,60.0,0.13433151776257493,-1,-1,-1,-1,852.4799999999999,856742.3999999999
178,intermittent,Intermittent (30% duty),86048.3870967742,86.04838709677419,20.539896454067463,5.0,0.3,0.0,24.15561883768888,60.0,0.06571223628076682,-1,-1,-1,-1,852.4799999999999,856742.3999999999
179,intermittent,Intermittent (50% duty),80241.93548387097,80.24193548387098,21.19615725660357,5.0,0.5,0.0,22.13274979160929,60.0,0.016998050428700003,-1,-1,-1,-1,852.4799999999999,856742.3999999999
180,intermittent,Intermittent (70% duty),145080.64516129033,145.08064516129033,29.372792557556853,5.0,0.7,0.0,29.880812143896186,45.1,0.009219956194906427,-1,-1,-1,-1,852.4799999999999,856742.3999999999
181,hybrid,Liquid Cooling Loss (90% loss),82661.29032258065,82.66129032258065,23.356587601106103,5.0,0.1,0.0,28.132507551883386,60.0,0.0867561102333337,-1,-1,-1,-1,852.4799999999999,856742.3999999999
182,instant,Complete CRAC Failure,128870.96774193548,128.8709677419355,28.20317691824453,2.0,0.0,0.0,36.92752122288937,60.0,0.15029027876674986,-1,-1,-1,-1,852.4799999999999,856742.3999999999
183,instant,Complete CRAC Failure,62822.58064516129,62.82258064516129,23.752620456975514,5.0,0.0,0.0,27.785619448674048,60.0,0.07326071377931902,-1,-1,-1,-1,852.4799999999999,856742.3999999999
184,instant,Complete CRAC Failure,112903.2258064516,112.9032258064516,23.608391649084304,10.0,0.0,0.0,30.197490849435198,60.0,0.13165046410639916,-1,-1,-1,-1,852.4799999999999,856742.3999999999
185,partial,Partial Cooling (25%),75645.16129032258,75.64516129032258,23.165031451987875,5.0,0.2738971075575729,0.0,26.691107681137385,60.0,0.06405229891706568,-1,-1,-1,-1,852.4799999999999,856742.3999999999
186,partial,Partial Cooling (50%),165887.09677419355,165.88709677419354,18.06063783664219,5.0,0.5196032967100064,0.0,23.176573242980606,60.0,0.09293259943687843,-1,-1,-1,-1,852.4799999999999,856742.3999999999
187,partial,Partial Cooling (75%),150645.16129032258,150.64516129032256,18.019763607574376,5.0,0.7657431845460436,0.0,20.285241646100374,60.0,0.041153131559910086,-1,-1,-1,-1,852.4799999999999,856742.3999999999
188,gradual,Gradual Degradation (rate=0.05),168064.51612903224,168.06451612903226,21.681035600343506,5.0,0.1,0.044190308289512134,27.747636005055995,60.0,0.11024772055601668,-1,-1,-1,-1,852.4799999999999,856742.3999999999
189,gradual,Gradual Degradation (rate=0.1),124516.12903225806,124.51612903225806,18.28290053610979,5.0,0.1,0.09984488476869179,24.172405859146917,60.0,0.1070057777555873,-1,-1,-1,-1,852.4799999999999,856742.3999999999
190,gradual,Gradual Degradation (rate=0.2),116048.3870967742,116.04838709677419,23.02419984249372,5.0,0.1,0.16971719917846123,29.01089131562652,60.0,0.10876200095540928,-1,-1,-1,-1,852.4799999999999,856742.3999999999
191,intermittent,Intermittent (30% duty),126693.54838709677,126.69354838709677,24.943750766732045,5.0,0.3,0.0,31.154636579102096,60.0,0.11285444144818017,-1,-1,-1,-1,852.4799999999999,856742.3999999999
192,intermittent,Intermittent (50% duty),116532.25806451612,116.53225806451613,25.628467767549004,5.0,0.5,0.0,29.028913489805454,60.0,0.061714079357492346,-1,-1,-1,-1,852.4799999999999,856742.3999999999
193,intermittent,Intermittent (70% duty),148709.67741935485,148.70967741935485,25.976952494187803,5.0,0.7,0.0,27.365558556444576,60.0,0.025359071654597557,-1,-1,-1,-1,852.4799999999999,856742.3999999999
194,hybrid,Liquid Cooling Loss (90% loss),65725.80645161291,65.72580645161291,19.297663691569497,5.0,0.1,0.0,23.095102339083116,60.0,0.06898168526842792,-1,-1,-1,-1,852.4799999999999,856742.3999999999
195,instant,Complete CRAC Failure,87741.93548387097,87.74193548387098,26.182661212380346,2.0,0.0,0.0,32.12264123091395,60.0,0.1023253067174991,-1,-1,-1,-1,852.4799999999999,856742.3999999999
196,instant,Complete CRAC Failure,140000.0,140.0,29.160261727167992,5.0,0.0,0.0,38.14779315353998,60.0,0.16326137684151676,-1,-1,-1,-1,852.4799999999999,856742.3999999999
197,instant,Complete CRAC Failure,161290.32258064515,161.29032258064515,23.660967227503207,10.0,0.0,0.0,33.07396685754448,60.0,0.1880721083432492,-1,-1,-1,-1,852.4799999999999,856742.3999999999
198,partial,Partial Cooling (25%),85322.58064516129,85.32258064516128,26.669593459239973,5.0,0.23662475201045569,0.0,30.850923970498556,60.0,0.07595520259768025,-1,-1,-1,-1,852.4799999999999,856742.3999999999
199,partial,Partial Cooling (50%),108306.45161290323,108.30645161290323,22.974839876188316,5.0,0.5177823943486131,0.0,26.327657253152566,60.0,0.06090499244299586,-1,-1,-1,-1,852.4799999999999,856742.3999999999
200,partial,Partial Cooling (75%),157903.2258064516,157.90322580645162,25.178013551969354,5.0,0.8098709012350469,0.0,27.10532553463019,60.0,0.03501023743820847,-1,-1,-1,-1,852.4799999999999,856742.3999999999
201,gradual,Gradual Degradation (rate=0.05),64274.1935483871,64.2741935483871,29.085290627888824,5.0,0.1,0.04701164409499799,31.470848886466868,60.0,0.04335171001378044,-1,-1,-1,-1,852.4799999999999,856742.3999999999
202,gradual,Gradual Degradation (rate=0.1),102500.0,102.5,25.128480769268254,5.0,0.1,0.11691906901431269,30.13116823071347,60.0,0.09089042525293006,-1,-1,-1,-1,852.4799999999999,856742.3999999999
203,gradual,Gradual Degradation (rate=0.2),93064.51612903226,93.06451612903226,19.743966461977433,5.0,0.1,0.21182193477324207,24.659422138484715,60.0,0.08929843525209273,-1,-1,-1,-1,852.4799999999999,856742.3999999999
204,intermittent,Intermittent (30% duty),162983.87096774194,162.98387096774195,26.362551160870595,5.0,0.3,0.0,33.21107352403575,60.0,0.12446523048218189,-1,-1,-1,-1,852.4799999999999,856742.3999999999
205,intermittent,Intermittent (50% duty),157177.4193548387,157.1774193548387,25.808250516199607,5.0,0.5,0.0,28.56014089606614,60.0,0.04994356978975649,-1,-1,-1,-1,852.4799999999999,856742.3999999999
206,intermittent,Intermittent (70% duty),154274.1935483871,154.2741935483871,22.72618807164634,5.0,0.7,0.0,22.72618807164634,0.0,0.0,-1,-1,-1,-1,852.4799999999999,856742.3999999999
207,hybrid,Liquid Cooling Loss (90% loss),76854.83870967742,76.85483870967742,18.5511173266296,5.0,0.1,0.0,22.991557954326712,60.0,0.08066202146377606,-1,-1,-1,-1,852.4799999999999,856742.3999999999
208,instant,Complete CRAC Failure,114596.7741935484,114.5967741935484,29.199035560403495,2.0,0.0,0.0,36.95704189467055,60.0,0.13364361811654898,-1,-1,-1,-1,852.4799999999999,856742.3999999999
209,instant,Complete CRAC Failure,52661.290322580644,52.66129032258064,24.605864499075846,5.0,0.0,0.0,27.98654229663982,60.0,0.06141109104109455,-1,-1,-1,-1,852.4799999999999,856742.3999999999
210,instant,Complete CRAC Failure,76612.90322580645,76.61290322580645,27.7206477061774,10.0,0.0,0.0,32.191822973271606,60.0,0.08933425709894437,-1,-1,-1,-1,852.4799999999999,856742.3999999999
211,partial,Partial Cooling (25%),133709.67741935485,133.70967741935485,22.59067518283588,5.0,0.2748117497027909,0.0,28.81548358834905,60.0,0.11307563159399665,-1,-1,-1,-1,852.4799999999999,856742.3999999999
212,partial,Partial Cooling (50%),155483.87096774194,155.48387096774195,19.94562702835669,5.0,0.45944533721606207,0.0,25.341196968322286,60.0,0.09801225052888009,-1,-1,-1,-1,852.4799999999999,856742.3999999999
213,partial,Partial Cooling (75%),92822.58064516129,92.82258064516128,23.137191781117167,5.0,0.7138401080045587,0.0,24.842390091833323,60.0,0.03097546945292436,-1,-1,-1,-1,852.4799999999999,856742.3999999999
214,gradual,Gradual Degradation (rate=0.05),58951.6129032258,58.9516129032258,27.712298462135852,5.0,0.1,0.04430021185665848,29.842695878225843,60.0,0.03871546721685295,-1,-1,-1,-1,852.4799999999999,856742.3999999999
215,gradual,Gradual Degradation (rate=0.1),162016.12903225806,162.01612903225805,26.641521893362164,5.0,0.1,0.10711118571979712,34.417749219592395,60.0,0.14128336449966045,-1,-1,-1,-1,852.4799999999999,856742.3999999999
216,gradual,Gradual Degradation (rate=0.2),149193.5483870968,149.1935483870968,22.98501121052059,5.0,0.1,0.18536772820540942,30.759508661644627,60.0,0.14124017051519644,-1,-1,-1,-1,852.4799999999999,856742.3999999999
217,intermittent,Intermittent (30% duty),164919.35483870967,164.91935483870967,21.085594241945834,5.0,0.3,0.0,29.17042003981303,60.0,0.1469047294059735,-1,-1,-1,-1,852.4799999999999,856742.3999999999
218,intermittent,Intermittent (50% duty),81209.67741935483,81.20967741935483,27.25730381639049,5.0,0.5,0.0,28.205191653573518,60.0,0.017203046570484732,-1,-1,-1,-1,852.4799999999999,856742.3999999999
219,intermittent,Intermittent (70% duty),72983.87096774194,72.98387096774194,25.702942181172638,5.0,0.7,0.0,26.214066826836408,55.1,0.00927630935868901,-1,-1,-1,-1,852.4799999999999,856742.3999999999
220,hybrid,Liquid Cooling Loss (90% loss),106129.03225806452,106.12903225806451,28.922674255083415,5.0,0.1,0.0,35.05449073541941,60.0,0.11138640322093035,-1,-1,-1,-1,852.4799999999999,856742.3999999999
221,instant,Complete CRAC Failure,140000.0,140.0,21.406397608820047,2.0,0.0,0.0,30.88415970049047,60.0,0.1632690562015017,-1,-1,-1,-1,852.4799999999999,856742.3999999999
222,instant,Complete CRAC Failure,80000.0,80.0,23.55000181653608,5.0,0.0,0.0,28.685733729415027,60.0,0.09329220913387438,-1,-1,-1,-1,852.4799999999999,856742.3999999999
223,instant,Complete CRAC Failure,131774.1935483871,131.7741935483871,28.860075323307075,10.0,0.0,0.0,36.55049597101644,60.0,0.15365491137857298,-1,-1,-1,-1,852.4799999999999,856742.3999999999
224,partial,Partial Cooling (25%),145564.51612903227,145.56451612903228,20.79259008037993,5.0,0.25948127814720146,0.0,27.7125566971565,60.0,0.12570340185141507,-1,-1,-1,-1,852.4799999999999,856742.3999999999
225,partial,Partial Cooling (50%),105887.09677419355,105.88709677419355,29.93009312438361,5.0,0.5493090482638704,0.0,32.993708570362166,60.0,0.05565155153567655,-1,-1,-1,-1,852.4799999999999,856742.3999999999
226,partial,Partial Cooling (75%),68629.03225806452,68.62903225806451,23.84016043095604,5.0,0.7681429303174454,0.0,24.8616658525744,60.0,0.018555971475125027,-1,-1,-1,-1,852.4799999999999,856742.3999999999
227,gradual,Gradual Degradation (rate=0.05),155725.8064516129,155.7258064516129,22.80653677525241,5.0,0.1,0.0585234205594583,29.120460444240504,60.0,0.11473275710687458,-1,-1,-1,-1,852.4799999999999,856742.3999999999
228,gradual,Gradual Degradation (rate=0.1),135403.2258064516,135.40322580645162,24.779919144716327,5.0,0.1,0.11210967987854233,31.337018488233397,60.0,0.11913241955494894,-1,-1,-1,-1,852.4799999999999,856742.3999999999
229,gradual,Gradual Degradation (rate=0.2),89193.54838709677,89.19354838709677,23.564531936610457,5.0,0.1,0.17127408026107813,28.17085313040427,60.0,0.08368431133645232,-1,-1,-1,-1,852.4799999999999,856742.3999999999
230,intermittent,Intermittent (30% duty),92096.7741935484,92.0967741935484,22.48824026671682,5.0,0.3,0.0,25.71313530226342,60.0,0.05862558726845422,-1,-1,-1,-1,852.4799999999999,856742.3999999999
231,intermittent,Intermittent (50% duty),162741.93548387097,162.74193548387098,25.05765202547434,5.0,0.5,0.0,28.856741300278447,60.0,0.06894898900840793,-1,-1,-1,-1,852.4799999999999,856742.3999999999
232,intermittent,Intermittent (70% duty),105645.16129032258,105.64516129032258,29.43178029742009,5.0,0.7,0.0,30.171642248828707,55.1,0.013427621622661224,-1,-1,-1,-1,852.4799999999999,856742.3999999999
233,hybrid,Liquid Cooling Loss (90% loss),160806.4516129032,160.8064516129032,22.6375166261983,5.0,0.1,0.0,31.928429430123686,60.0,0.16877239711916292,-1,-1,-1,-1,852.4799999999999,856742.3999999999
234,instant,Complete CRAC Failure,169516.12903225806,169.51612903225805,28.29581567872055,2.0,0.0,0.0,39.77176751352731,60.0,0.19769096159002725,-1,-1,-1,-1,852.4799999999999,856742.3999999999
235,instant,Complete CRAC Failure,64516.12903225806,64.51612903225806,29.94613457339121,5.0,0.0,0.0,34.087853511007054,60.0,0.07523564596646731,-1,-1,-1,-1,852.4799999999999,856742.3999999999
236,instant,Complete CRAC Failure,166854.83870967742,166.85483870967744,18.199348830778266,10.0,0.0,0.0,27.937097519516506,60.0,0.19456060435947223,-1,-1,-1,-1,852.4799999999999,856742.3999999999
237,partial,Partial Cooling (25%),106370.96774193548,106.37096774193549,28.50923710139689,5.0,0.25247957185741704,0.0,33.61380121815695,60.0,0.09272603059348244,-1,-1,-1,-1,852.4799999999999,856742.3999999999
238,partial,Partial Cooling (50%),150161.29032258064,150.16129032258064,21.196842058676413,5.0,0.4504609687083229,0.0,26.49431791288823,60.0,0.09623033772667174,-1,-1,-1,-1,852.4799999999999,856742.3999999999
239,partial,Partial Cooling (75%),151854.83870967742,151.85483870967744,28.211099412509977,5.0,0.6955782579900639,0.0,31.178777317201753,60.0,0.053908814421878525,-1,-1,-1,-1,852.4799999999999,856742.3999999999
240,gradual,Gradual Degradation (rate=0.05),61129.032258064515,61.12903225806451,21.38030230502142,5.0,0.1,0.05829772700224078,23.855259465928373,60.0,0.044973457232799496,-1,-1,-1,-1,852.4799999999999,856742.3999999999
241,gradual,Gradual Degradation (rate=0.1),66693.54838709677,66.69354838709677,29.194842961574864,5.0,0.1,0.10608221846759612,32.389686845486786,60.0,0.058046036857634306,-1,-1,-1,-1,852.4799999999999,856742.3999999999
242,gradual,Gradual Degradation (rate=0.2),99596.7741935484,99.5967741935484,29.006658800957076,5.0,0.1,0.16298612620400688,34.11921563177123,60.0,0.09288179898386642,-1,-1,-1,-1,852.4799999999999,856742.3999999999
243,intermittent,Intermittent (30% duty),120645.16129032258,120.64516129032258,29.121902698133095,5.0,0.3,0.0,35.03627861326074,60.0,0.10746673029139588,-1,-1,-1,-1,852.4799999999999,856742.3999999999
244,intermittent,Intermittent (50% duty),65967.74193548388,65.96774193548387,22.8264495068213,5.0,0.5,0.0,23.21144116370957,35.0,0.0069871444081355035,-1,-1,-1,-1,852.4799999999999,856742.3999999999
245,intermittent,Intermittent (70% duty),69354.83870967742,69.35483870967742,24.274826690820962,5.0,0.7,0.0,24.760537168554475,55.1,0.008815072191170926,-1,-1,-1,-1,852.4799999999999,856742.3999999999
246,hybrid,Liquid Cooling Loss (90% loss),95483.87096774194,95.48387096774194,24.21750634347911,5.0,0.1,0.0,29.73427648436507,60.0,0.10021389075130453,-1,-1,-1,-1,852.4799999999999,856742.3999999999
247,instant,Complete CRAC Failure,102016.12903225806,102.01612903225806,24.46599687411488,2.0,0.0,0.0,31.37231509312459,60.0,0.11897197670844495,-1,-1,-1,-1,852.4799999999999,856742.3999999999
248,instant,Complete CRAC Failure,118709.67741935483,118.70967741935483,26.939612799233778,5.0,0.0,0.0,34.560377768309934,60.0,0.13843362570659576,-1,-1,-1,-1,852.4799999999999,856742.3999999999
249,instant,Complete CRAC Failure,87983.87096774194,87.98387096774194,27.679438561257758,10.0,0.0,0.0,32.81422832135004,60.0,0.10259330442048262,-1,-1,-1,-1,852.4799999999999,856742.3999999999
250,partial,Partial Cooling (25%),140241.93548387097,140.24193548387098,22.415359413323593,5.0,0.2552210157289629,0.0,29.12065155181467,60.0,0.12180377136150798,-1,-1,-1,-1,852.4799999999999,856742.3999999999
251,partial,Partial Cooling (50%),111935.48387096774,111.93548387096774,18.322928480913458,5.0,0.531915759224777,0.0,21.686527523497656,60.0,0.061100848791890476,-1,-1,-1,-1,852.4799999999999,856742.3999999999
252,partial,Partial Cooling (75%),62580.64516129032,62.58064516129032,23.887728032951564,5.0,0.71341512950055,0.0,25.0390735300668,60.0,0.020914555540254898,-1,-1,-1,-1,852.4799999999999,856742.3999999999
253,gradual,Gradual Degradation (rate=0.05),50483.87096774193,50.48387096774193,19.05834619611515,5.0,0.1,0.05401416919224103,21.04365281346788,60.0,0.036076621365396556,-1,-1,-1,-1,852.4799999999999,856742.3999999999
254,gradual,Gradual Degradation (rate=0.1),117016.12903225806,117.01612903225806,20.774149191601158,5.0,0.1,0.08021623047575166,26.021168592811506,60.0,0.09533739921140398,-1,-1,-1,-1,852.4799999999999,856742.3999999999
255,gradual,Gradual Degradation (rate=0.2),117983.87096774194,117.98387096774194,18.97462081583208,5.0,0.1,0.2118209115488328,25.206258116571778,60.0,0.1132093336705258,-1,-1,-1,-1,852.4799999999999,856742.3999999999
256,intermittent,Intermittent (30% duty),114354.83870967742,114.35483870967742,28.880958236599106,5.0,0.3,0.0,34.086535215010684,60.0,0.09459620318227902,-1,-1,-1,-1,852.4799999999999,856742.3999999999
257,intermittent,Intermittent (50% duty),102741.93548387097,102.74193548387098,26.13009293857798,5.0,0.5,0.0,27.928920063162735,60.0,0.03264659763804899,-1,-1,-1,-1,852.4799999999999,856742.3999999999
258,intermittent,Intermittent (70% duty),168790.32258064515,168.79032258064515,20.619992627665077,5.0,0.7,0.0,20.619992627665077,0.0,0.0,-1,-1,-1,-1,852.4799999999999,856742.3999999999
259,hybrid,Liquid Cooling Loss (90% loss),162258.06451612903,162.25806451612902,24.717285046998065,5.0,0.1,0.0,34.09206810164989,60.0,0.1702959270108103,-1,-1,-1,-1,852.4799999999999,856742.3999999999
